date,platform,meantemp,humidity,meanpressure,flag
2013-05-27,mumbai,35.85714286,31.57142857,999.1428571,1
2013-05-28,mumbai,35.33333333,29.0,1000.166667,1
2013-05-29,mumbai,34.14285714,27.85714286,999.4285714,1
2013-05-30,mumbai,32.2,28.2,999.6,1
2013-05-31,mumbai,33.625,40.125,998.7142857,1
2013-06-01,mumbai,32.0,54.0,998.75,1
2013-06-02,mumbai,32.4,56.6,1001.0,1
2013-06-03,mumbai,35.6,47.0,999.6,1
2013-06-04,mumbai,35.85714286,42.57142857,999.8571429,1
2013-06-05,mumbai,37.16666667,36.5,998.0,1
2013-06-06,mumbai,31.28571429,61.71428571,997.2857143,1
2013-06-07,mumbai,34.0,49.25,998.0,1
2013-06-08,mumbai,34.2,57.4,997.0,1
2013-06-09,mumbai,36.16666667,40.0,995.1666667,1
2013-06-10,mumbai,36.625,42.75,995.125,1
2013-06-11,mumbai,30.16666667,61.66666667,1000.0,1
2013-06-12,mumbai,34.14285714,54.14285714,998.0,1
2013-06-13,mumbai,29.83333333,68.66666667,998.6666667,1
2013-06-14,mumbai,30.14285714,68.14285714,997.4285714,1
2013-06-15,mumbai,30.71428571,65.0,997.8571429,1
2013-06-16,mumbai,27.0,88.85714286,996.4285714,1
2013-06-17,mumbai,26.875,87.375,994.75,1
2013-06-18,mumbai,28.4,83.6,996.4,1
2013-06-19,mumbai,29.85714286,72.85714286,999.0,1
2013-06-20,mumbai,33.0,52.71428571,997.1666667,1
2013-06-21,mumbai,34.83333333,47.33333333,995.3333333,1
2013-06-22,mumbai,35.6,39.4,996.2,1
2013-06-23,mumbai,35.16666667,53.0,995.6666667,1
2013-06-24,mumbai,33.14285714,55.0,996.2857143,1
2013-06-25,mumbai,30.57142857,70.42857143,999.1666667,1
2013-06-26,mumbai,30.66666667,71.5,999.0,1
2013-06-27,mumbai,31.42857143,61.85714286,996.7142857,1
2013-06-28,mumbai,31.5,64.25,996.0,1
2013-06-29,mumbai,33.25,57.0,995.25,1
2013-06-30,mumbai,32.83333333,52.16666667,997.1666667,1
2013-07-01,mumbai,33.85714286,54.0,996.4285714,1
2013-07-02,mumbai,33.14285714,58.28571429,996.0,1
2013-07-03,mumbai,31.57142857,70.0,997.5714286,1
2013-07-04,mumbai,32.375,67.5,997.0,1
2013-07-05,mumbai,32.8,62.2,997.8,1
2013-07-06,mumbai,31.0,73.14285714,1000.571429,1
2013-07-07,mumbai,31.16666667,77.33333333,1000.166667,1
2013-07-08,mumbai,29.83333333,75.16666667,997.5,1
2013-07-09,mumbai,29.0,78.83333333,996.8333333,1
2013-07-10,mumbai,29.75,75.375,995.75,1
2013-07-11,mumbai,32.5,65.5,997.3333333,1
2013-07-12,mumbai,28.875,86.625,1000.0,1
2013-07-13,mumbai,31.75,70.25,998.875,1
2013-07-14,mumbai,30.75,71.625,997.375,1
2013-07-15,mumbai,31.75,73.25,998.375,1
2013-07-16,mumbai,29.875,83.875,999.0,1
2013-07-17,mumbai,31.125,78.375,998.0,1
2013-07-18,mumbai,31.75,76.0,995.0,1
2013-07-19,mumbai,30.5,73.5,995.3333333,1
2013-07-20,mumbai,26.83333333,90.66666667,999.1666667,1
2013-07-21,mumbai,28.2,88.0,996.4,1
2013-07-22,mumbai,29.5,80.33333333,996.8333333,1
2013-07-23,mumbai,31.85714286,70.71428571,998.0,1
2013-07-24,mumbai,29.71428571,84.14285714,997.1428571,1
2013-07-25,mumbai,28.33333333,84.5,995.1666667,1
2013-07-26,mumbai,30.0,73.85714286,995.4285714,1
2013-07-27,mumbai,30.14285714,79.0,997.2857143,1
2013-07-28,mumbai,32.28571429,67.42857143,998.1428571,1
2013-07-29,mumbai,31.0,77.42857143,997.1428571,1
2013-07-30,mumbai,30.5,75.66666667,996.5,1
2013-07-31,mumbai,28.83333333,78.5,996.6666667,1
2013-08-01,mumbai,30.0,73.5,998.0,1
2013-08-02,mumbai,31.57142857,66.42857143,999.4285714,1
2013-08-03,mumbai,32.5,62.33333333,1000.833333,1
2013-08-04,mumbai,32.5,62.5,993.25,1
2013-08-05,mumbai,29.5,77.0,1001.0,1
2013-08-06,mumbai,27.16666667,90.66666667,1002.166667,1
2013-08-07,mumbai,28.375,85.25,1001.875,1
2013-08-08,mumbai,28.5,84.0,1000.5,1
2013-08-09,mumbai,27.16666667,87.5,1001.0,1
2013-08-10,mumbai,29.42857143,79.85714286,1000.333333,1
2013-08-11,mumbai,30.0,76.83333333,1001.166667,1
2013-08-12,mumbai,29.5,81.5,1001.0,1
2013-08-13,mumbai,30.75,72.0,999.25,1
2013-08-14,mumbai,29.66666667,74.33333333,999.8333333,1
2013-08-15,mumbai,27.71428571,85.0,1001.714286,1
2013-08-16,mumbai,26.6,92.0,1000.8,1
2013-08-17,mumbai,27.42857143,91.0,999.4285714,1
2013-08-18,mumbai,28.33333333,83.83333333,1000.166667,1
2013-08-19,mumbai,28.16666667,84.66666667,1000.5,1
2013-08-20,mumbai,27.375,88.5,999.0,1
2013-08-21,mumbai,28.33333333,81.16666667,999.2857143,1
2013-08-22,mumbai,29.16666667,74.83333333,1001.166667,1
2013-08-23,mumbai,31.28571429,73.14285714,1001.428571,1
2013-08-24,mumbai,32.0,71.25,1000.333333,1
2013-08-25,mumbai,29.0,90.75,998.75,1
2013-08-26,mumbai,32.0,69.875,997.8571429,1
2013-08-27,mumbai,32.14285714,57.28571429,999.8571429,1
2013-08-28,mumbai,30.14285714,60.71428571,1003.714286,1
2013-08-29,mumbai,31.5,57.0,1003.25,1
2013-08-30,mumbai,29.16666667,73.0,1003.5,1
2013-08-31,mumbai,29.0,71.75,1003.25,1
2013-09-01,mumbai,30.0,65.2,1003.2,1
2013-09-02,mumbai,31.85714286,50.85714286,1003.714286,1
2013-09-03,mumbai,32.75,45.5,1001.5,1
2013-09-04,mumbai,31.71428571,48.0,1002.166667,1
2013-09-05,mumbai,31.66666667,46.0,1001.5,1
2013-09-06,mumbai,30.57142857,55.71428571,1003.428571,1
2013-09-07,mumbai,30.83333333,51.83333333,1004.166667,1
2013-09-08,mumbai,28.0,71.75,1007.25,1
2013-09-09,mumbai,31.0,57.5,1007.0,1
2013-09-10,mumbai,29.66666667,66.33333333,1005.333333,1
2013-09-11,mumbai,30.85714286,61.14285714,1005.571429,1
2013-09-12,mumbai,31.16666667,60.33333333,1008.166667,1
2013-09-13,mumbai,31.14285714,67.14285714,1007.142857,1
2013-09-14,mumbai,30.5,67.0,1003.833333,1
2013-09-15,mumbai,31.625,56.375,1001.375,1
2013-09-16,mumbai,29.66666667,60.0,1002.333333,1
2013-09-17,mumbai,29.25,56.5,1002.875,1
2013-09-18,mumbai,29.14285714,58.57142857,1003.142857,1
2013-09-19,mumbai,29.8,61.6,1001.8,1
2013-09-20,mumbai,28.66666667,70.0,1003.0,1
2013-09-21,mumbai,25.2,89.0,1003.0,1
2013-09-22,mumbai,28.33333333,79.66666667,1001.666667,1
2013-09-23,mumbai,30.28571429,68.0,1001.0,1
2013-09-24,mumbai,30.75,65.75,1002.75,1
2013-09-25,mumbai,28.57142857,75.0,1005.428571,1
2013-09-26,mumbai,28.2,78.8,1006.6,1
2013-09-27,mumbai,29.0,71.25,1005.625,1
2013-09-28,mumbai,30.0,67.33333333,1005.333333,1
2013-09-29,mumbai,28.14285714,79.85714286,1003.857143,1
2013-09-30,mumbai,26.85714286,84.57142857,1004.714286,1
2013-10-01,mumbai,28.28571429,68.71428571,1007.714286,1
2013-10-02,mumbai,29.2,61.4,1010.0,1
2013-10-03,mumbai,28.6,59.0,1008.6,1
2013-10-04,mumbai,24.83333333,84.33333333,1007.5,1
2013-10-05,mumbai,28.5,69.0,1004.125,1
2013-10-06,mumbai,29.75,66.5,1005.25,1
2013-10-07,mumbai,29.71428571,66.57142857,1008.857143,1
2013-10-08,mumbai,29.2,69.4,1009.8,1
2013-10-09,mumbai,30.83333333,65.5,1010.333333,1
2013-10-10,mumbai,29.42857143,66.28571429,1010.857143,1
2013-10-11,mumbai,23.85714286,89.85714286,1010.571429,1
2013-10-12,mumbai,26.14285714,82.57142857,1008.285714,1
2013-10-13,mumbai,27.16666667,84.33333333,1007.666667,1
2013-10-14,mumbai,27.71428571,74.85714286,1007.0,1
2013-10-15,mumbai,25.85714286,76.42857143,1009.142857,1
2013-10-16,mumbai,26.42857143,75.0,1009.0,1
2013-10-17,mumbai,26.85714286,76.71428571,1010.428571,1
2013-10-18,mumbai,26.33333333,73.16666667,1010.5,1
2013-10-19,mumbai,24.57142857,69.57142857,1011.571429,1
2013-10-20,mumbai,24.33333333,67.83333333,1010.666667,1
2013-10-21,mumbai,24.875,63.625,1009.875,1
2013-10-22,mumbai,27.8,53.6,1011.0,1
2013-10-23,mumbai,25.0,67.5,1013.625,1
2013-10-24,mumbai,23.85714286,73.14285714,1013.285714,1
2013-10-25,mumbai,22.8,75.8,1011.0,1
2013-10-26,mumbai,23.0,78.2,1011.2,1
2013-10-27,mumbai,22.875,66.875,1010.625,1
2013-10-28,mumbai,22.66666667,63.16666667,1010.0,1
2013-10-29,mumbai,23.0,62.71428571,1011.142857,1
2013-10-30,mumbai,22.85714286,67.42857143,1012.857143,1
2013-10-31,mumbai,23.66666667,58.83333333,1012.833333,1
2013-11-01,mumbai,23.42857143,69.14285714,1013.285714,1
2013-11-02,mumbai,21.625,65.0,1014.5,1
2013-11-03,mumbai,20.625,57.875,1016.0,1
2013-11-04,mumbai,21.16666667,54.16666667,1017.5,1
2013-11-05,mumbai,18.83333333,74.33333333,1017.5,1
2013-11-06,mumbai,20.57142857,66.71428571,1015.857143,1
2013-11-07,mumbai,20.14285714,73.14285714,1015.666667,1
2013-11-08,mumbai,18.0,82.2,1015.625,1
2013-11-09,mumbai,19.85714286,73.57142857,1016.714286,1
2013-11-10,mumbai,16.83333333,72.0,1016.0,1
2013-11-11,mumbai,18.85714286,61.85714286,1013.428571,1
2013-11-12,mumbai,16.57142857,71.71428571,1013.857143,1
2013-11-13,mumbai,17.75,65.0,1014.25,1
2013-11-14,mumbai,17.625,63.375,1015.25,1
2013-11-15,mumbai,17.0,67.0,1016.5,1
2013-11-16,mumbai,16.625,69.625,1018.0,1
2013-11-17,mumbai,15.57142857,67.42857143,1017.714286,1
2013-11-18,mumbai,18.5,55.125,1016.875,1
2013-11-19,mumbai,17.875,63.5,1015.5,1
2013-11-20,mumbai,18.25,58.875,1012.75,1
2013-11-21,mumbai,17.875,66.25,1013.125,1
2013-11-22,mumbai,17.625,74.875,1015.75,1
2013-11-23,mumbai,18.14285714,77.85714286,1014.571429,1
2013-11-24,mumbai,19.125,58.875,1014.5,1
2013-11-25,mumbai,21.25,49.875,1012.875,1
2013-11-26,mumbai,21.25,51.375,1011.75,1
2013-11-27,mumbai,19.125,68.5,1014.75,1
2013-11-28,mumbai,18.625,71.875,1017.75,1
2013-11-29,mumbai,17.75,66.625,1016.875,1
2013-11-30,mumbai,17.875,69.625,1015.875,1
2013-12-01,mumbai,18.0,65.0,1016.142857,1
2013-12-02,mumbai,17.25,73.25,1015.875,1
2013-12-03,mumbai,17.5,73.5,1016.75,1
2013-12-04,mumbai,17.14285714,71.85714286,1017.0,1
2013-12-05,mumbai,17.14285714,69.0,1015.285714,1
2013-12-06,mumbai,16.125,72.375,1014.0,1
2013-12-07,mumbai,16.0,80.5,1014.25,1
2013-12-08,mumbai,16.5,83.625,1014.0,1
2013-12-09,mumbai,16.125,79.25,1013.5,1
2013-12-10,mumbai,15.5,81.75,1013.75,1
2013-12-11,mumbai,16.625,71.875,1014.125,1
2013-12-12,mumbai,17.75,62.375,1012.5,1
2013-12-13,mumbai,17.14285714,67.71428571,1012.0,1
2013-12-14,mumbai,16.14285714,79.0,1012.571429,1
2013-12-15,mumbai,15.5,86.25,1015.125,1
2013-12-16,mumbai,15.25,89.5,1015.625,1
2013-12-17,mumbai,14.75,92.875,1014.25,1
2013-12-18,mumbai,14.875,93.0,1012.625,1
2013-12-19,mumbai,16.125,89.125,1012.875,1
2013-12-20,mumbai,15.375,91.375,1016.0,1
2013-12-21,mumbai,14.75,94.0,1017.0,1
2013-12-22,mumbai,15.25,94.0,1018.375,1
2013-12-23,mumbai,14.25,88.25,1020.5,1
2013-12-24,mumbai,13.5,84.75,1021.375,1
2013-12-25,mumbai,13.66666667,63.16666667,1020.625,1
2013-12-26,mumbai,12.125,67.625,1019.25,1
2013-12-27,mumbai,11.875,79.875,1018.625,1
2013-12-28,mumbai,10.875,70.0,1019.25,1
2013-12-29,mumbai,10.57142857,69.42857143,1018.5,1
2013-12-30,mumbai,12.375,79.5,1018.125,1
2013-12-31,mumbai,14.5,89.375,1020.5,1
2014-01-01,mumbai,13.375,89.625,1021.0,1
2014-01-02,mumbai,11.0,78.375,1020.25,1
2014-01-03,mumbai,12.5,74.875,1017.75,1
2014-01-04,mumbai,12.875,88.125,1016.25,1
2014-01-05,mumbai,12.375,89.0,1014.5,1
2014-01-06,mumbai,11.42857143,86.28571429,1017.625,1
2014-01-07,mumbai,12.14285714,72.28571429,1017.75,1
2014-01-08,mumbai,11.875,76.875,1017.875,1
2014-01-09,mumbai,12.83333333,83.0,1017.0,1
2014-01-10,mumbai,12.375,85.375,1016.625,1
2014-01-11,mumbai,12.125,82.625,1019.625,1
2014-01-12,mumbai,12.875,80.875,1020.75,1
2014-01-13,mumbai,14.0,72.375,1019.375,1
2014-01-14,mumbai,14.875,76.75,1017.0,1
2014-01-15,mumbai,12.0,93.5,1019.75,1
2014-01-16,mumbai,12.28571429,90.57142857,1019.571429,1
2014-01-17,mumbai,12.0,95.75,1017.625,1
2014-01-18,mumbai,12.5,94.25,1020.25,1
2014-01-19,mumbai,14.5,84.5,1023.0,1
2014-01-20,mumbai,14.625,83.5,1021.375,1
2014-01-21,mumbai,13.57142857,96.85714286,1020.571429,1
2014-01-22,mumbai,15.25,96.125,1019.875,1
2014-01-23,mumbai,15.625,90.125,1020.25,1
2014-01-24,mumbai,13.875,88.875,1019.25,1
2014-01-25,mumbai,11.75,95.625,1019.75,1
2014-01-26,mumbai,14.375,85.75,1019.125,1
2014-01-27,mumbai,16.625,72.375,1018.75,1
2014-01-28,mumbai,16.625,69.875,1016.75,1
2014-01-29,mumbai,14.875,81.875,1018.625,1
2014-01-30,mumbai,14.5,83.25,1019.375,1
2014-01-31,mumbai,14.75,82.5,1019.25,1
2014-02-01,mumbai,14.0,79.375,1019.75,1
2014-02-02,mumbai,15.25,76.125,1016.875,1
2014-02-03,mumbai,18.42857143,63.85714286,1014.125,1
2014-02-04,mumbai,18.85714286,65.42857143,1011.0,1
2014-02-05,mumbai,17.0,72.75,1011.5,1
2014-02-06,mumbai,18.5,65.375,1010.875,1
2014-02-07,mumbai,19.625,67.25,1009.25,1
2014-02-08,mumbai,13.625,85.375,1011.375,1
2014-02-09,mumbai,12.875,63.375,1012.0,1
2014-02-10,mumbai,12.625,61.75,1012.5,1
2014-02-11,mumbai,13.375,64.625,1013.5,1
2014-02-12,mumbai,13.25,67.0,1013.5,1
2014-02-13,mumbai,15.25,64.5,1013.625,1
2014-02-14,mumbai,13.0,95.5,1011.875,1
2014-02-15,mumbai,12.375,89.5,1012.875,1
2014-02-16,mumbai,13.5,79.0,1016.0,1
2014-02-17,mumbai,15.125,66.125,1017.75,1
2014-02-18,mumbai,15.25,60.125,1017.375,1
2014-02-19,mumbai,15.125,75.375,1016.625,1
2014-02-20,mumbai,16.125,78.625,1014.75,1
2014-02-21,mumbai,17.125,72.25,1014.25,1
2014-02-22,mumbai,16.625,85.625,1017.375,1
2014-02-23,mumbai,16.5,80.0,1019.375,1
2014-02-24,mumbai,16.375,69.375,1018.625,1
2014-02-25,mumbai,18.125,69.0,1017.25,1
2014-02-26,mumbai,18.75,71.125,1014.25,1
2014-02-27,mumbai,18.625,76.625,1013.125,1
2014-02-28,mumbai,15.625,88.375,1013.125,1
2014-03-01,mumbai,16.14285714,87.28571429,1015.285714,1
2014-03-02,mumbai,16.125,79.0,1017.125,1
2014-03-03,mumbai,17.875,65.625,1016.25,1
2014-03-04,mumbai,18.75,66.375,1016.5,1
2014-03-05,mumbai,18.875,67.0,1016.125,1
2014-03-06,mumbai,18.375,64.0,1016.375,1
2014-03-07,mumbai,18.5,62.875,1017.125,1
2014-03-08,mumbai,19.875,63.875,1017.0,1
2014-03-09,mumbai,22.0,56.625,1014.5,1
2014-03-10,mumbai,20.0,63.875,1014.375,1
2014-03-11,mumbai,20.71428571,70.0,1013.714286,1
2014-03-12,mumbai,20.0,68.875,1016.25,1
2014-03-13,mumbai,19.0,60.625,1016.25,1
2014-03-14,mumbai,19.625,61.25,1015.0,1
2014-03-15,mumbai,21.625,62.625,1016.375,1
2014-03-16,mumbai,23.125,58.5,1015.375,1
2014-03-17,mumbai,26.25,52.125,1011.25,1
2014-03-18,mumbai,24.85714286,53.42857143,1012.857143,1
2014-03-19,mumbai,21.75,57.375,1013.25,1
2014-03-20,mumbai,21.5,55.0,1010.75,1
2014-03-21,mumbai,22.5,64.75,1007.125,1
2014-03-22,mumbai,25.0,59.5,1007.0,1
2014-03-23,mumbai,22.75,61.875,1010.625,1
2014-03-24,mumbai,22.375,73.125,1011.625,1
2014-03-25,mumbai,24.625,60.25,1010.5,1
2014-03-26,mumbai,25.125,58.875,1010.625,1
2014-03-27,mumbai,23.5,63.25,1011.75,1
2014-03-28,mumbai,24.42857143,67.57142857,1011.142857,1
2014-03-29,mumbai,25.875,55.625,1011.25,1
2014-03-30,mumbai,24.125,46.75,1009.875,1
2014-03-31,mumbai,24.125,44.125,1008.25,1
2014-04-01,mumbai,24.875,45.75,1006.125,1
2014-04-02,mumbai,26.75,43.375,1005.75,1
2014-04-03,mumbai,25.0,48.0,1010.375,1
2014-04-04,mumbai,25.85714286,47.85714286,1009.857143,1
2014-04-05,mumbai,27.375,44.0,1008.875,1
2014-04-06,mumbai,30.125,45.25,1007.5,1
2014-04-07,mumbai,27.25,47.625,1009.625,1
2014-04-08,mumbai,25.75,41.875,1010.375,1
2014-04-09,mumbai,25.75,35.25,1010.25,1
2014-04-10,mumbai,26.375,29.25,1010.875,1
2014-04-11,mumbai,28.14285714,29.0,1008.571429,1
2014-04-12,mumbai,29.125,39.875,1007.125,1
2014-04-13,mumbai,26.875,40.375,1009.625,1
2014-04-14,mumbai,27.625,46.625,1010.625,1
2014-04-15,mumbai,29.0,48.125,1009.125,1
2014-04-16,mumbai,27.125,53.625,1008.25,1
2014-04-17,mumbai,26.375,49.625,1007.0,1
2014-04-18,mumbai,24.25,64.375,1011.625,1
2014-04-19,mumbai,25.625,57.875,1011.375,1
2014-04-20,mumbai,27.0,48.0,1010.5,1
2014-04-21,mumbai,28.0,33.125,1010.0,1
2014-04-22,mumbai,29.375,29.375,1011.75,1
2014-04-23,mumbai,29.125,37.0,1009.0,1
2014-04-24,mumbai,29.375,35.875,1005.875,1
2014-04-25,mumbai,30.625,34.375,1006.125,1
2014-04-26,mumbai,31.5,32.0,1006.375,1
2014-04-27,mumbai,30.625,30.0,1007.125,1
2014-04-28,mumbai,31.5,27.875,1005.625,1
2014-04-29,mumbai,32.125,28.875,1003.875,1
2014-04-30,mumbai,33.25,25.5,1003.75,1
2014-05-01,mumbai,34.875,22.5,1001.5,1
2014-05-02,mumbai,34.375,24.75,1001.875,1
2014-05-03,mumbai,31.75,33.375,1003.625,1
